Catarina ·,Traveled April 2023,5.0 star rating,The Beautiful Bali trip is a fantastic culture experience! I'd recommend it for the variety of activities and experiences with local people. Balinese people are very welcoming and home cooked food is amazing!,Review submitted 22 May 2023
Madilyn ·,Traveled April 2023,5.0 star rating,"Traveling with Intrepid was amazing because I really got a chance to do things I wouldn't otherwise get to do on my own vacation--interact with locals, do cool activities at an affordable price, learn about the culture/history of Bali, eat home cooked meals, etc. All this in addition to must-dos! We had the best time, would definitely recommend!",Review submitted 01 May 2023
Nick & Jane ·,Traveled April 2023,5.0 star rating,"Beautiful Bali was a great trip with a lovely guide. Such a beautiful Island, lovely local people always happy and very friendly.",Review submitted 30 Apr 2023
nicholas ·,Traveled April 2023,4.0 star rating,Fun trip with Aritona and the gang. Would definitely book again.,Review submitted 01 May 2023
Houk ·,Traveled April 2023,5.0 star rating,"We had an incredibly amazing trip in Bali for our 9-day vacation with Intrepid tour company. Our tour leader, Mr. Ell, and the driver were awesome 👌 Can't find any word to describe their perfection. Suk Sa Ma..!",Review submitted 21 Apr 2023
Rebecca ·,Traveled April 2023,5.0 star rating,I would recommend to anything thinking of doing an intreped bali trip to definitely to do it. You get to explore more extensively and see everything up close. I personally enjoyed the whole tour with our amazing intreped guide.,Review submitted 20 Apr 2023
Monique ·,Traveled April 2023,5.0 star rating,"Amazing trip :-) amazing people, adventures and overall experience. Beautiful Bali was beautiful indeed :-)",Review submitted 19 Apr 2023
Alicia ·,Traveled April 2023,5.0 star rating,I had an amazing time and felt cared for.,Review submitted 16 Apr 2023
Veronica ·,Traveled April 2023,5.0 star rating,This trip allowed me to learn about and see much more of life in Bali than doing it on my own.,Review submitted 13 Apr 2023
Denise ·,Traveled April 2023,4.0 star rating,Everthing I expected! I left this holiday understanding Balinese culture and with memories of local experiences I never woud have had without Intrepid. I am so grateful for this opportunity!,Review submitted 19 Apr 2023
Jaskiran ·,Traveled April 2023,5.0 star rating,Fantastic tour of Bali for first time experience great balance of downtime and activities. Using local hotels and providers it is an authentic experience which still feels luxurious and special,Review submitted 13 Apr 2023
Ashley ·,Traveled April 2023,5.0 star rating,"Beautiful Bali is an amazing tour that is great value for money! Highlights from the trip include the homestay, snorkeling, and Mt. Batur hike. If you are looking for an authentic, fun and memorable tour of Bali that avoids the tourist hotspots then this is the trip for you.",Review submitted 08 Apr 2023
Lexie ·,Traveled April 2023,5.0 star rating,"Wayan was the best guide and I suggest always requesting him, his knowledge and excitement of the area is impressive and he really makes the trip worth wild. He was worth at least triple what they suggest tipping. We loved him and will always remember this trip.",Review submitted 10 Apr 2023
Ashley ·,Traveled April 2023,5.0 star rating,"Beautiful Bali is a fantastic trip that is great value for money. This trip allows you to see the hidden gems of Bali, rather then the ""tourist sites"". Would highly recommend for those who are looking for an memorable, authentic and fun trip.",Review submitted 08 Apr 2023
Jennifer ·,Traveled March 2023,4.0 star rating,"Special thanks to Srix and Intrepid for giving us a taste of real Bali. Experiences ranged from towns to villages, hotels to homestays, mountains to beaches, temples to markets, and lots of eating local foods, and shopping.",Review submitted 08 Apr 2023
Sally ·,Traveled March 2023,5.0 star rating,"Intrepid’s “Beautiful Bali” trip is an amazing way to experience Bali! Wonderful hotels and meals, a variety of activities, an itinerary that covers a lot of the island in a short amount of time, all with a knowledgeable and approachable local guide. The essential trip information really helps you know what to expect!",Review submitted 02 May 2023
Ana ·,Traveled March 2023,5.0 star rating,I felt 100% safe. The food was phenomenal. All the sites were incredible. The activities just what I like. Outdoorsy and very active.,Review submitted 13 Apr 2023
Angela ·,Traveled March 2023,5.0 star rating,"This trip was incredible! Truly life changing in the best possible way. The guide was so helpful, informative, kind, and fun. The itinerary was planned so well and the company is so organized down to every last detail. 10/10!!!",Review submitted 07 Apr 2023
Janine ·,Traveled March 2023,5.0 star rating,"The Intrepid Beautiful Bali trip is a fantastic hassle free way to explore Bali and to truly immerse yourself into the Balinese culture. 80% of the activities most tourist would never have experienced. I highly recommend this trip, it’s a great pace, very informative and stress free. I booked 4 nights in Gili T after the trip to enjoy the beach holiday side of Bali. An excellent balance between culture and relaxation.",Review submitted 18 Mar 2023
Sophie ·,Traveled March 2023,5.0 star rating,"A truly incredible trip. Fast paced itinerary which shows you all sides of Bali. Amazing activities (highlights were the Mt Batur sunrise hike and snorkeling!). Our guide Ima took excellent care of us and made sure we had an authentic experience. Our group was mostly solo female travellers, and we became extremely close by the end. We cried when it was over! An amazing first experience with Intrepid.",Review submitted 13 Mar 2023
Jemma ·,Traveled March 2023,4.0 star rating,The tour gave a great immersion into local life in Bali. It is an amazing place and a great variety of locations. Long drives were difficult in a small bus compared to other intrepid tours. Homestay meant the group was split into different houses in the village which was quite isolating.,Review submitted 18 Mar 2023
Eric ·,Traveled February 2023,5.0 star rating,"Amazing tour, with great outdoor activites : biking mainly going downhill, hiking Mt Batur and snorkelling. Our Tour leader Wayan was awesome, making sure we experienced the best of Bali away from the resorts.",Review submitted 01 Apr 2023
angelena ·,Traveled February 2023,5.0 star rating,this was amazing and our tour leader wayan was absolutely brilliant i really hope more people get to see how amazing he is!,Review submitted 05 Mar 2023
Dale ·,Traveled February 2023,4.0 star rating,Guna was a fantastic and knowledgeable tour leader. The tour was great with a lot of different activities. I enjoyed seeing a different side of Bali away from the tourist areas. Only downside was the amount of driving which gave less time to explore,Review submitted 27 Feb 2023
